vertex,group_id,degree,beteweeness,from,to
,,,,Creativity,Fear
,,,,Communication,Fear
,,,,Sports,Fear
,,,,Fear,Sports
,,,,Fear,Extreme sports
,,,,Extreme sports,Fear
,,,,Fear,Biodiversity
,,,,Biodiversity,Fear
,,,,Space,Fear
,,,,Fear,Space
,,,,Fear,Exploration
,,,,Exploration,Fear
,,,,Live music,Fear
,,,,Fear,Live music
,,,,Fear,Arts
,,,,Arts,Fear
,,,,Fear,Adventure
,,,,Adventure,Fear
,,,,Technology,Extreme sports
,,,,Sports,Extreme sports
,,,,Personal growth,Extreme sports
,,,,Invention,Extreme sports
,,,,Extreme sports,Technology
,,,,Extreme sports,Sports
,,,,Extreme sports,Personal growth
,,,,Extreme sports,Invention
,,,,Extreme sports,Entertainment
,,,,Extreme sports,Design
,,,,Extreme sports,Culture
,,,,Entertainment,Extreme sports
,,,,Design,Extreme sports
,,,,Culture,Extreme sports
,,,,Potential,Extreme sports
,,,,Extreme sports,Potential
,,,,Extreme sports,Exploration
,,,,Exploration,Extreme sports
,,,,Extreme sports,Adventure
,,,,Adventure,Extreme sports
,,,,TEDx,Engineering
,,,,Technology,Engineering
,,,,Prosthetics,Engineering
,,,,Poverty,Engineering
,,,,Medicine,Engineering
,,,,Invention,Engineering
,,,,Health care,Engineering
,,,,Health,Engineering
,,,,Green,Engineering
,,,,Global issues,Engineering
,,,,Environment,Engineering
,,,,Engineering,TEDx
,,,,Engineering,Technology
,,,,Engineering,Prosthetics
,,,,Engineering,Poverty
,,,,Engineering,Medicine
,,,,Engineering,Invention
,,,,Engineering,Health care
,,,,Engineering,Health
,,,,Engineering,Green
,,,,Engineering,Global issues
,,,,Engineering,Environment
,,,,Engineering,Energy
,,,,Energy,Engineering
,,,,Engineering,Design
,,,,Design,Engineering
,,,,Science,Engineering
,,,,Engineering,Science
,,,,Engineering,Culture
,,,,Culture,Engineering
,,,,Politics,Engineering
,,,,Engineering,Politics
,,,,Entertainment,Engineering
,,,,Engineering,Entertainment
,,,,Engineering,Computers
,,,,Computers,Engineering
,,,,Open-source,Engineering
,,,,Engineering,Open-source
,,,,Engineering,Collaboration
,,,,Collaboration,Engineering
,,,,Youth,Engineering
,,,,Engineering,Youth
,,,,TED Prize,Engineering
,,,,Engineering,TED Prize
,,,,Parenting,Engineering
,,,,Engineering,Parenting
,,,,Engineering,Children
,,,,Children,Engineering
,,,,Social change,Engineering
,,,,Engineering,Social change
,,,,Engineering,Economics
,,,,Economics,Engineering
,,,,Engineering,Communication
,,,,Communication,Engineering
,,,,Engineering,Business
,,,,Business,Engineering
,,,,Engineering,Creativity
,,,,Creativity,Engineering
,,,,Future,Engineering
,,,,Engineering,Future
,,,,Engineering,Disease
,,,,Disease,Engineering
,,,,Engineering,Development
,,,,Development,Engineering
,,,,Humor,Engineering
,,,,Engineering,Humor
,,,,Engineering,Brain
,,,,Brain,Engineering
,,,,Engineering,Disability
,,,,Disability,Engineering
,,,,Motivation,Engineering
,,,,Engineering,Motivation
,,,,Heart health,Engineering
,,,,Engineering,Heart health
,,,,Trees,Engineering
,,,,Engineering,Trees
,,,,Engineering,Biology
,,,,Biology,Engineering
,,,,Engineering,Biotech
,,,,Biotech,Engineering
,,,,Engineering,Climate change
,,,,Climate change,Engineering
,,,,MacArthur grant,Engineering
,,,,Engineering,MacArthur grant
,,,,Space,Engineering
,,,,Engineering,Space
,,,,Music,Engineering
,,,,Engineering,Music
,,,,Engineering,Arts
,,,,Arts,Engineering
,,,,TED Fellows,Engineering
,,,,Engineering,TED Fellows
,,,,Engineering,Art
,,,,Art,Engineering
,,,,NASA,Engineering
,,,,Engineering,NASA
,,,,Engineering,Architecture
,,,,Architecture,Engineering
,,,,Toy,Engineering
,,,,Engineering,Toy
,,,,Engineering,Aircraft
,,,,Aircraft,Engineering
,,,,Engineering,Adventure
,,,,Adventure,Engineering
,,,,Space,Curiosity
,,,,Curiosity,Space
,,,,Technology,Curiosity
,,,,Science,Curiosity
,,,,Photography,Curiosity
,,,,Media,Curiosity
,,,,Hack,Curiosity
,,,,Global issues,Curiosity
,,,,Education,Curiosity
,,,,Economics,Curiosity
,,,,Design,Curiosity
,,,,Curiosity,Technology
,,,,Curiosity,Science
,,,,Curiosity,Photography
,,,,Curiosity,Media
,,,,Curiosity,Hack
,,,,Curiosity,Global issues
,,,,Curiosity,Education
,,,,Curiosity,Economics
,,,,Curiosity,Design
,,,,Curiosity,Culture
,,,,Curiosity,Computers
,,,,Curiosity,Collaboration
,,,,Curiosity,Cities
,,,,Curiosity,Biology
,,,,Curiosity,Arts
,,,,Curiosity,Art
,,,,Culture,Curiosity
,,,,Computers,Curiosity
,,,,Collaboration,Curiosity
,,,,Cities,Curiosity
,,,,Biology,Curiosity
,,,,Arts,Curiosity
,,,,Art,Curiosity
,,,,Curiosity,Adventure
,,,,Adventure,Curiosity
,,,,Energy,Biotech
,,,,Biotech,Energy
,,,,TEDx,Biotech
,,,,Technology,Biotech
,,,,Science,Biotech
,,,,Oceans,Biotech
,,,,Medicine,Biotech
,,,,Invention,Biotech
,,,,Health care,Biotech
,,,,Health,Biotech
,,,,Happiness,Biotech
,,,,Global issues,Biotech
,,,,Future,Biotech
,,,,Evolution,Biotech
,,,,Environment,Biotech
,,,,Disease,Biotech
,,,,Design,Biotech
,,,,Culture,Biotech
,,,,Creativity,Biotech
,,,,Community,Biotech
,,,,Children,Biotech
,,,,Business,Biotech
,,,,Biotech,TEDx
,,,,Biotech,Technology
,,,,Biotech,Science
,,,,Biotech,Oceans
,,,,Biotech,Medicine
,,,,Biotech,Invention
,,,,Biotech,Health care
,,,,Biotech,Health
,,,,Biotech,Happiness
,,,,Biotech,Global issues
,,,,Biotech,Future
,,,,Biotech,Evolution
,,,,Biotech,Environment
,,,,Biotech,Disease
,,,,Biotech,Design
,,,,Biotech,Culture
,,,,Biotech,Creativity
,,,,Biotech,Community
,,,,Biotech,Children
,,,,Biotech,Business
,,,,Biotech,Biosphere
,,,,Biotech,Biology
,,,,Biosphere,Biotech
,,,,Biology,Biotech
,,,,Biotech,Biodiversity
,,,,Biodiversity,Biotech
,,,,Insects,Biotech
,,,,Biotech,Insects
,,,,Climate change,Biotech
,,,,Biotech,Climate change
,,,,Universe,Biotech
,,,,Biotech,Universe
,,,,Space,Biotech
,,,,Biotech,Space
,,,,Planets,Biotech
,,,,Biotech,Planets
,,,,Exploration,Biotech
,,,,Biotech,Exploration
,,,,TED Fellows,Biotech
,,,,Biotech,TED Fellows
,,,,Biotech,Art
,,,,Art,Biotech
,,,,Biotech,Animals
,,,,Animals,Biotech
,,,,Fashion,Biotech
,,,,Biotech,Fashion
,,,,Biotech,Adventure
,,,,Adventure,Biotech
,,,,World cultures,Asia
,,,,Women,Asia
,,,,War,Asia
,,,,Technology,Asia
,,,,Storytelling,Asia
,,,,Society,Asia
,,,,Social change,Asia
,,,,Poverty,Asia
,,,,Potential,Asia
,,,,Politics,Asia
,,,,Photography,Asia
,,,,Media,Asia
,,,,Invention,Asia
,,,,Inequality,Asia
,,,,Humanity,Asia
,,,,Health,Asia
,,,,Global issues,Asia
,,,,Future,Asia
,,,,Exploration,Asia
,,,,Entertainment,Asia
,,,,Economics,Asia
,,,,Disaster relief,Asia
,,,,Development,Asia
,,,,Design,Asia
,,,,Culture,Asia
,,,,Crime,Asia
,,,,Children,Asia
,,,,Business,Asia
,,,,Asia,World cultures
,,,,Asia,Women
,,,,Asia,War
,,,,Asia,Technology
,,,,Asia,Storytelling
,,,,Asia,Society
,,,,Asia,Social change
,,,,Asia,Poverty
,,,,Asia,Potential
,,,,Asia,Politics
,,,,Asia,Photography
,,,,Asia,Media
,,,,Asia,Invention
,,,,Asia,Inequality
,,,,Asia,Humanity
,,,,Asia,Health
,,,,Asia,Global issues
,,,,Asia,Future
,,,,Asia,Exploration
,,,,Asia,Entertainment
,,,,Asia,Economics
,,,,Asia,Disaster relief
,,,,Asia,Development
,,,,Asia,Design
,,,,Asia,Culture
,,,,Asia,Crime
,,,,Asia,Children
,,,,Asia,Business
,,,,State-building,Asia
,,,,Asia,State-building
,,,,Music,Asia
,,,,Asia,Music
,,,,Asia,Arts
,,,,Arts,Asia
,,,,TED Fellows,Asia
,,,,Asia,TED Fellows
,,,,Asia,Art
,,,,Art,Asia
,,,,Journalism,Asia
,,,,Asia,Journalism
,,,,Asia,Africa
,,,,Africa,Asia
,,,,Asia,Adventure
,,,,Adventure,Asia
,,,,Universe,Art
,,,,Art,Universe
,,,,Space,Art
,,,,Art,Space
,,,,Youth,Art
,,,,Writing,Art
,,,,Work,Art
,,,,Women,Art
,,,,Web,Art
,,,,War,Art
,,,,TEDx,Art
,,,,TED Prize,Art
,,,,TED Fellows,Art
,,,,Technology,Art
,,,,Sustainability,Art
,,,,Storytelling,Art
,,,,Spoken word,Art
,,,,Social change,Art
,,,,Science,Art
,,,,Race,Art
,,,,Psychology,Art
,,,,Prosthetics,Art
,,,,Pollution,Art
,,,,Politics,Art
,,,,Poetry,Art
,,,,Photography,Art
,,,,Personal growth,Art
,,,,Performance,Art
,,,,Peace,Art
,,,,Open-source,Art
,,,,Oceans,Art
,,,,Music,Art
,,,,Motivation,Art
,,,,Media,Art
,,,,MacArthur grant,Art
,,,,Leadership,Art
,,,,Law,Art
,,,,Invention,Art
,,,,Internet,Art
,,,,Identity,Art
,,,,Humor,Art
,,,,Humanity,Art
,,,,Happiness,Art
,,,,Green,Art
,,,,Government,Art
,,,,Global issues,Art
,,,,Future,Art
,,,,Film,Art
,,,,Feminism,Art
,,,,Exploration,Art
,,,,Evolution,Art
,,,,Europe,Art
,,,,Environment,Art
,,,,Entertainment,Art
,,,,Education,Art
,,,,Development,Art
,,,,Design,Art
,,,,Dance,Art
,,,,Culture,Art
,,,,Creativity,Art
,,,,Computers,Art
,,,,Community,Art
,,,,Communication,Art
,,,,Comedy,Art
,,,,Collaboration,Art
,,,,Climate change,Art
,,,,Cities,Art
,,,,Children,Art
,,,,Business,Art
,,,,Brain,Art
,,,,Biology,Art
,,,,Beauty,Art
,,,,Arts,Art
,,,,Art,Youth
,,,,Art,Writing
,,,,Art,Work
,,,,Art,Women
,,,,Art,Web
,,,,Art,War
,,,,Art,TEDx
,,,,Art,TED Prize
,,,,Art,TED Fellows
,,,,Art,Technology
,,,,Art,Sustainability
,,,,Art,Storytelling
,,,,Art,Spoken word
,,,,Art,Social change
,,,,Art,Science
,,,,Art,Race
,,,,Art,Psychology
,,,,Art,Prosthetics
,,,,Art,Pollution
,,,,Art,Politics
,,,,Art,Poetry
,,,,Art,Photography
,,,,Art,Personal growth
,,,,Art,Performance
,,,,Art,Peace
,,,,Art,Open-source
,,,,Art,Oceans
,,,,Art,Music
,,,,Art,Motivation
,,,,Art,Media
,,,,Art,MacArthur grant
,,,,Art,Leadership
,,,,Art,Law
,,,,Art,Invention
,,,,Art,Internet
,,,,Art,Identity
,,,,Art,Humor
,,,,Art,Humanity
,,,,Art,Happiness
,,,,Art,Green
,,,,Art,Government
,,,,Art,Global issues
,,,,Art,Future
,,,,Art,Film
,,,,Art,Feminism
,,,,Art,Exploration
,,,,Art,Evolution
,,,,Art,Europe
,,,,Art,Environment
,,,,Art,Entertainment
,,,,Art,Education
,,,,Art,Development
,,,,Art,Design
,,,,Art,Dance
,,,,Art,Culture
,,,,Art,Creativity
,,,,Art,Computers
,,,,Art,Community
,,,,Art,Communication
,,,,Art,Comedy
,,,,Art,Collaboration
,,,,Art,Climate change
,,,,Art,Cities
,,,,Art,Children
,,,,Art,Business
,,,,Art,Brain
,,,,Art,Biology
,,,,Art,Beauty
,,,,Art,Arts
,,,,Journalism,Art
,,,,Art,Journalism
,,,,Brazil,Art
,,,,Art,Brazil
,,,,Art,Architecture
,,,,Architecture,Art
,,,,Art,Animals
,,,,Animals,Art
,,,,Toy,Art
,,,,Art,Toy
,,,,Art,Africa
,,,,Africa,Art
,,,,Birds,Art
,,,,Art,Birds
,,,,Art,Adventure
,,,,Adventure,Art
,,,,Space,Aircraft
,,,,Aircraft,Space
,,,,NASA,Aircraft
,,,,Aircraft,NASA
,,,,Technology,Aircraft
,,,,Music,Aircraft
,,,,Invention,Aircraft
,,,,Green,Aircraft
,,,,Global issues,Aircraft
,,,,Entertainment,Aircraft
,,,,Design,Aircraft
,,,,Business,Aircraft
,,,,Aircraft,Technology
,,,,Aircraft,Music
,,,,Aircraft,Invention
,,,,Aircraft,Green
,,,,Aircraft,Global issues
,,,,Aircraft,Entertainment
,,,,Aircraft,Design
,,,,Aircraft,Business
,,,,Aircraft,Adventure
,,,,Adventure,Aircraft
,,,,Youth,Universe
,,,,Universe,Youth
,,,,Universe,TEDx
,,,,Universe,TED Prize
,,,,Universe,Technology
,,,,Universe,Social change
,,,,Universe,Science
,,,,Universe,Leadership
,,,,Universe,Internet
,,,,Universe,Humanity
,,,,Universe,Global issues
,,,,Universe,Evolution
,,,,Universe,Environment
,,,,Universe,Energy
,,,,Universe,Education
,,,,Universe,Design
,,,,Universe,Culture
,,,,Universe,Collaboration
,,,,Universe,Climate change
,,,,Universe,Business
,,,,Universe,Biology
,,,,TEDx,Universe
,,,,TED Prize,Universe
,,,,Technology,Universe
,,,,Social change,Universe
,,,,Science,Universe
,,,,Leadership,Universe
,,,,Internet,Universe
,,,,Humanity,Universe
,,,,Global issues,Universe
,,,,Evolution,Universe
,,,,Environment,Universe
,,,,Energy,Universe
,,,,Education,Universe
,,,,Design,Universe
,,,,Culture,Universe
,,,,Collaboration,Universe
,,,,Climate change,Universe
,,,,Business,Universe
,,,,Biology,Universe
,,,,Universe,Space
,,,,Space,Universe
,,,,Universe,Planets
,,,,Planets,Universe
,,,,Universe,Exploration
,,,,Exploration,Universe
,,,,Universe,TED Fellows
,,,,TED Fellows,Universe
,,,,Universe,Beauty
,,,,Beauty,Universe
,,,,Universe,Journalism
,,,,Journalism,Universe
,,,,Universe,NASA
,,,,NASA,Universe
,,,,Universe,Architecture
,,,,Architecture,Universe
,,,,Universe,Mining
,,,,Mining,Universe
,,,,Universe,Adventure
,,,,Adventure,Universe
,,,,Universe,Moon
,,,,Moon,Universe
,,,,Youth,Space
,,,,War,Space
,,,,TEDx,Space
,,,,TED Prize,Space
,,,,Technology,Space
,,,,Storytelling,Space
,,,,Sports,Space
,,,,Space,Youth
,,,,Space,War
,,,,Space,TEDx
,,,,Space,TED Prize
,,,,Space,Technology
,,,,Space,Storytelling
,,,,Space,Sports
,,,,Space,Science
,,,,Space,Politics
,,,,Space,Photography
,,,,Space,Parenting
,,,,Space,Humanity
,,,,Space,Global issues
,,,,Space,Future
,,,,Space,Film
,,,,Space,Environment
,,,,Space,Entertainment
,,,,Space,Energy
,,,,Space,Education
,,,,Space,Economics
,,,,Space,Disease
,,,,Space,Design
,,,,Space,Dance
,,,,Space,Culture
,,,,Space,Creativity
,,,,Space,Climate change
,,,,Space,Children
,,,,Space,Business
,,,,Space,Biosphere
,,,,Science,Space
,,,,Politics,Space
,,,,Photography,Space
,,,,Parenting,Space
,,,,Humanity,Space
,,,,Global issues,Space
,,,,Future,Space
,,,,Film,Space
,,,,Environment,Space
,,,,Entertainment,Space
,,,,Energy,Space
,,,,Education,Space
,,,,Economics,Space
,,,,Disease,Space
,,,,Design,Space
,,,,Dance,Space
,,,,Culture,Space
,,,,Creativity,Space
,,,,Climate change,Space
,,,,Children,Space
,,,,Business,Space
,,,,Biosphere,Space
,,,,Space,Planets
,,,,Planets,Space
,,,,Space,Exploration
,,,,Exploration,Space
,,,,Space,Music
,,,,Music,Space
,,,,Space,Live music
,,,,Live music,Space
,,,,Space,Arts
,,,,Arts,Space
,,,,TED Fellows,Space
,,,,Space,TED Fellows
,,,,Space,Egypt
,,,,Egypt,Space
,,,,Space,NASA
,,,,NASA,Space
,,,,Toy,Space
,,,,Space,Toy
,,,,Space,Mining
,,,,Mining,Space
,,,,Space,Adventure
,,,,Adventure,Space
,,,,Space,Moon
,,,,Moon,Space
,,,,TEDx,Planets
,,,,Technology,Planets
,,,,Storytelling,Planets
,,,,Science,Planets
,,,,Planets,TEDx
,,,,Planets,Technology
,,,,Planets,Storytelling
,,,,Planets,Science
,,,,Planets,Future
,,,,Planets,Energy
,,,,Planets,Design
,,,,Planets,Biology
,,,,Future,Planets
,,,,Energy,Planets
,,,,Design,Planets
,,,,Biology,Planets
,,,,Planets,Exploration
,,,,Exploration,Planets
,,,,Planets,NASA
,,,,NASA,Planets
,,,,Planets,Mining
,,,,Mining,Planets
,,,,Planets,Adventure
,,,,Adventure,Planets
,,,,Planets,Moon
,,,,Moon,Planets
,,,,Technology,NASA
,,,,Storytelling,NASA
,,,,Science,NASA
,,,,NASA,Technology
,,,,NASA,Storytelling
,,,,NASA,Science
,,,,NASA,Invention
,,,,NASA,Future
,,,,NASA,Exploration
,,,,NASA,Energy
,,,,NASA,Design
,,,,NASA,Business
,,,,Invention,NASA
,,,,Future,NASA
,,,,Exploration,NASA
,,,,Energy,NASA
,,,,Design,NASA
,,,,Business,NASA
,,,,NASA,Mining
,,,,Mining,NASA
,,,,NASA,Adventure
,,,,Adventure,NASA
,,,,NASA,Moon
,,,,Moon,NASA
,,,,TED Fellows,Mining
,,,,Technology,Mining
,,,,Science,Mining
,,,,Mining,TED Fellows
,,,,Mining,Technology
,,,,Mining,Science
,,,,Mining,Exploration
,,,,Mining,Energy
,,,,Exploration,Mining
,,,,Energy,Mining
,,,,Mining,Adventure
,,,,Adventure,Mining
,,,,Moon,Mining
,,,,Mining,Moon
,,,,TEDx,Energy
,,,,Sustainability,Energy
,,,,Pollution,Energy
,,,,Photography,Energy
,,,,Oceans,Energy
,,,,Green,Energy
,,,,Global issues,Energy
,,,,Environment,Energy
,,,,Energy,TEDx
,,,,Energy,Sustainability
,,,,Energy,Pollution
,,,,Energy,Photography
,,,,Energy,Oceans
,,,,Energy,Green
,,,,Energy,Global issues
,,,,Energy,Environment
,,,,Energy,Disaster relief
,,,,Disaster relief,Energy
,,,,Technology,Energy
,,,,Energy,Technology
,,,,Poverty,Energy
,,,,Energy,Poverty
,,,,Invention,Energy
,,,,Energy,Invention
,,,,Energy,Design
,,,,Design,Energy
,,,,Science,Energy
,,,,Energy,Science
,,,,Energy,Culture
,,,,Culture,Energy
,,,,Politics,Energy
,,,,Energy,Politics
,,,,Entertainment,Energy
,,,,Energy,Entertainment
,,,,Energy,Collaboration
,,,,Collaboration,Energy
,,,,Youth,Energy
,,,,Energy,Youth
,,,,TED Prize,Energy
,,,,Energy,TED Prize
,,,,Energy,Education
,,,,Education,Energy
,,,,Energy,Children
,,,,Children,Energy
,,,,Energy,Cities
,,,,Cities,Energy
,,,,Law,Energy
,,,,Energy,Law
,,,,Energy,Economics
,,,,Economics,Energy
,,,,Energy,Business
,,,,Business,Energy
,,,,Energy,Creativity
,,,,Creativity,Energy
,,,,Future,Energy
,,,,Energy,Future
,,,,Work,Energy
,,,,Energy,Work
,,,,Psychology,Energy
,,,,Energy,Psychology
,,,,Energy,Biosphere
,,,,Biosphere,Energy
,,,,Energy,Biodiversity
,,,,Biodiversity,Energy
,,,,Energy,Climate change
,,,,Climate change,Energy
,,,,MacArthur grant,Energy
,,,,Energy,MacArthur grant
,,,,Exploration,Energy
,,,,Energy,Exploration
,,,,Energy,Architecture
,,,,Architecture,Energy
,,,,Energy,Animals
,,,,Animals,Energy
,,,,Energy,Africa
,,,,Africa,Energy
,,,,Nuclear weapons,Energy
,,,,Energy,Nuclear weapons
,,,,Energy,Adventure
,,,,Adventure,Energy
,,,,Moon,Energy
,,,,Energy,Moon
,,,,Technology,Moon
,,,,Moon,Technology
,,,,Moon,Exploration
,,,,Moon,Adventure
,,,,Exploration,Moon
,,,,Adventure,Moon
,,,,Youth,Women
,,,,Youth,TEDx
,,,,Youth,Technology
,,,,Youth,Storytelling
,,,,Youth,Science
,,,,Youth,Pollution
,,,,Youth,Politics
,,,,Youth,Photography
,,,,Youth,Medicine
,,,,Youth,Invention
,,,,Youth,Health
,,,,Youth,Global issues
,,,,Youth,Entertainment
,,,,Youth,Design
,,,,Youth,Culture
,,,,Youth,Computers
,,,,Youth,Collaboration
,,,,Women,Youth
,,,,TEDx,Youth
,,,,Technology,Youth
,,,,Storytelling,Youth
,,,,Science,Youth
,,,,Pollution,Youth
,,,,Politics,Youth
,,,,Photography,Youth
,,,,Medicine,Youth
,,,,Invention,Youth
,,,,Health,Youth
,,,,Global issues,Youth
,,,,Entertainment,Youth
,,,,Design,Youth
,,,,Culture,Youth
,,,,Computers,Youth
,,,,Collaboration,Youth
,,,,Youth,TED Prize
,,,,TED Prize,Youth
,,,,Youth,Parenting
,,,,Parenting,Youth
,,,,Youth,Education
,,,,Education,Youth
,,,,Youth,Children
,,,,Children,Youth
,,,,Youth,Social change
,,,,Social change,Youth
,,,,Youth,Internet
,,,,Internet,Youth
,,,,Youth,Europe
,,,,Europe,Youth
,,,,Youth,Film
,,,,Film,Youth
,,,,Youth,LGBT
,,,,LGBT,Youth
,,,,Youth,Identity
,,,,Identity,Youth
,,,,Youth,Brain
,,,,Brain,Youth
,,,,Youth,Dance
,,,,Dance,Youth
,,,,Youth,Psychology
,,,,Psychology,Youth
,,,,Youth,Sociology
,,,,Sociology,Youth
,,,,Youth,Performance
,,,,Performance,Youth
,,,,Youth,Mental health
,,,,Mental health,Youth
,,,,Youth,Biology
,,,,Biology,Youth
,,,,Youth,Insects
,,,,Insects,Youth
,,,,Youth,Cancer
,,,,Cancer,Youth
,,,,Youth,Money
,,,,Money,Youth
,,,,Youth,Feminism
,,,,Feminism,Youth
,,,,Youth,Live music
,,,,Live music,Youth
,,,,Youth,TED Fellows
,,,,TED Fellows,Youth
,,,,Youth,Bullying
,,,,Bullying,Youth
,,,,Youth,Gender
,,,,Gender,Youth
,,,,Youth,Journalism
,,,,Journalism,Youth
,,,,Youth,Toy
,,,,Toy,Youth
,,,,Youth,Fashion
,,,,Fashion,Youth
,,,,Youth,Activism
,,,,Activism,Youth
,,,,Yesallwomen,Women
,,,,Yesallwomen,Violence
,,,,Yesallwomen,TEDx
,,,,Yesallwomen,Social change
,,,,Yesallwomen,Poverty
,,,,Yesallwomen,Global issues
,,,,Yesallwomen,Education
,,,,Yesallwomen,Economics
,,,,Yesallwomen,Development
,,,,Yesallwomen,Culture
,,,,Women,Yesallwomen
,,,,Violence,Yesallwomen
,,,,TEDx,Yesallwomen
,,,,Social change,Yesallwomen
,,,,Poverty,Yesallwomen
,,,,Global issues,Yesallwomen
,,,,Education,Yesallwomen
,,,,Economics,Yesallwomen
,,,,Development,Yesallwomen
,,,,Culture,Yesallwomen
,,,,Yesallwomen,Feminism
,,,,Feminism,Yesallwomen
,,,,Yesallwomen,Bullying
,,,,Bullying,Yesallwomen
,,,,Yesallwomen,Relationships
,,,,Relationships,Yesallwomen
,,,,Yesallwomen,Gender
,,,,Gender,Yesallwomen
,,,,Yesallwomen,Africa
,,,,Africa,Yesallwomen
,,,,Yesallwomen,Activism
,,,,Activism,Yesallwomen
,,,,Writing,World cultures
,,,,Writing,Work
,,,,Writing,Women
,,,,Writing,War
,,,,Writing,TEDx
,,,,Writing,TED Prize
,,,,Writing,Technology
,,,,Writing,Storytelling
,,,,Writing,Science
,,,,Writing,Religion
,,,,Writing,Psychology
,,,,Writing,Politics
,,,,Writing,Personal growth
,,,,Writing,Parenting
,,,,Writing,Oceans
,,,,Writing,Medicine
,,,,Writing,Identity
,,,,Writing,Humor
,,,,Writing,Humanity
,,,,Writing,Health care
,,,,Writing,Happiness
,,,,Writing,Global issues
,,,,Writing,Film
,,,,Writing,Entertainment
,,,,Writing,Education
,,,,Writing,Economics
,,,,Writing,Disability
,,,,Writing,Design
,,,,Writing,Culture
,,,,Writing,Crime
,,,,Writing,Creativity
,,,,Writing,Community
,,,,Writing,Communication
,,,,Writing,Collaboration
,,,,Writing,Children
,,,,Writing,Business
,,,,World cultures,Writing
,,,,Work,Writing
,,,,Women,Writing
,,,,War,Writing
,,,,TEDx,Writing
,,,,TED Prize,Writing
,,,,Technology,Writing
,,,,Storytelling,Writing
,,,,Science,Writing
,,,,Religion,Writing
,,,,Psychology,Writing
,,,,Politics,Writing
,,,,Personal growth,Writing
,,,,Parenting,Writing
,,,,Oceans,Writing
,,,,Medicine,Writing
,,,,Identity,Writing
,,,,Humor,Writing
,,,,Humanity,Writing
,,,,Health care,Writing
,,,,Happiness,Writing
,,,,Global issues,Writing
,,,,Film,Writing
,,,,Entertainment,Writing
,,,,Education,Writing
,,,,Economics,Writing
,,,,Disability,Writing
,,,,Design,Writing
,,,,Culture,Writing
,,,,Crime,Writing
,,,,Creativity,Writing
,,,,Community,Writing
,,,,Communication,Writing
,,,,Collaboration,Writing
,,,,Children,Writing
,,,,Business,Writing
,,,,Writing,Trees
,,,,Trees,Writing
,,,,Writing,Exploration
,,,,Exploration,Writing
,,,,Writing,Feminism
,,,,Feminism,Writing
,,,,Writing,Music
,,,,Music,Writing
,,,,Writing,Live music
,,,,Live music,Writing
,,,,Writing,Arts
,,,,Arts,Writing
,,,,Writing,Philanthropy
,,,,Philanthropy,Writing
,,,,Writing,Poetry
,,,,Poetry,Writing
,,,,Writing,Relationships
,,,,Relationships,Writing
,,,,Writing,Submarine
